LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/min),(micron/min),(micron),(min),(micron),(micron),(micron),
ID36043 → ID37829,60,36043,37829,0.01000798647276763,0.6356533859041856,0.05001996219702597,0.10003992439405195,91.0,148.69036407164015,246.00394913930168,0.0,
ID41513 → ID41471,60,41513,41471,0.14486097715474644,0.8925288260835064,0.1903030327889879,0.3806060655779758,145.0,143.84074096159344,243.89318035699307,0.0,
ID36972 → ID39708,60,36972,39708,0.008967467793695599,0.8592778614445343,0.04734835739942728,0.09469671479885455,99.0,148.66193546275778,245.54527847737512,0.0,
ID41226 → ID39177,60,41226,39177,0.006905050770122319,0.7642074291035419,0.04154831756558356,0.08309663513116712,139.0,148.80193104279584,245.00981701886434,0.0,
ID33327 → ID34224,60,33327,34224,0.006334199507780651,0.4458841534195516,0.03979384219882723,0.07958768439765446,75.0,148.58923794844253,246.52126505978742,0.0,
ID32105 → ID33307,60,32105,33307,0.03002347984858151,1.021359551045977,0.08663642399213727,0.17327284798427453,63.0,148.7542738218695,246.9800630719825,0.0,
ID40934 → ID41515,60,40934,41515,0.1503405537557103,0.6012794876956946,0.193868869184631,0.387737738369262,143.0,145.6299476381759,243.70639350992764,0.0,
ID36061 → ID34371,60,36061,34371,0.010648600445297472,0.8738763354531897,0.051596028057636065,0.10319205611527213,85.0,148.7618403401522,246.27246681163444,0.0,
ID39871 → ID39902,60,39871,39902,0.03229967351329406,1.1290677464899195,0.0898605496217529,0.1797210992435058,109.0,147.03243684625855,245.39233551304432,0.0,
ID33000 → ID32998,60,33000,32998,0.05246482281405332,0.30338107831166333,0.11452600448593904,0.22905200897187808,45.0,149.68071957910394,247.30086750249228,0.0,
